T_out,Press_mm_hg,RH_out
1.8,754.6,80
1.63,754.8,79.67
1.47,755,79.33
1.3,755.2,79
1.33,755.42,79.33
1.37,755.63,79.67
1.4,755.85,80
1.43,756.07,80.33
1.47,756.28,80.67
1.5,756.5,81
1.7,756.63,80.33
1.9,756.77,79.67
2.1,756.9,79
2.3,757.03,78.33
2.5,757.17,77.67
2.7,757.3,77
2.88,757.48,75.83
3.07,757.67,74.67
3.25,757.85,73.5
3.43,758.03,72.33
3.62,758.22,71.17
3.8,758.4,70
4,758.53,68.83
4.2,758.67,67.67
4.4,758.8,66.5
4.6,758.93,65.33
4.8,759.07,64.17
5,759.2,63
5,759.3,62.83
5,759.4,62.67
5,759.5,62.5
5,759.6,62.33
5,759.7,62.17
5,759.8,62
5.08,759.9,61.67
5.17,760,61.33
5.25,760.1,61
5.33,760.2,60.67
5.42,760.3,60.33
5.5,760.4,60
5.52,760.52,60.33
5.53,760.63,60.67
5.55,760.75,61
5.57,760.87,61.33
5.58,760.98,61.67
5.6,761.1,62
5.57,761.23,62
5.53,761.37,62
5.5,761.5,62
5.47,761.63,62
5.43,761.77,62
5.4,761.9,62
5.33,762.05,62.33
5.27,762.2,62.67
5.2,762.35,63
5.13,762.5,63.33
5.07,762.65,63.67
5,762.8,64
4.77,762.95,65.33
4.53,763.1,66.67
4.3,763.25,68
4.07,763.4,69.33
3.83,763.55,70.67
3.6,763.7,72
3.4,763.87,73.33
3.2,764.03,74.67
3,764.2,76
2.8,764.37,77.33
2.6,764.53,78.67
2.4,764.7,80
2.18,764.82,80.83
1.97,764.93,81.67
1.75,765.05,82.5
1.53,765.17,83.33
1.32,765.28,84.17
1.1,765.4,85
1,765.55,85.5
0.9,765.7,86
0.8,765.85,86.5
0.7,766,87
0.6,766.15,87.5
0.5,766.3,88
0.4,766.42,88.33
0.3,766.53,88.67
0.2,766.65,89
0.1,766.77,89.33
0,766.88,89.67
-0.1,767,90
-0.18,767.13,90.17
-0.27,767.27,90.33
-0.35,767.4,90.5
-0.43,767.53,90.67
-0.52,767.67,90.83
-0.6,767.8,91
-0.6,767.93,91.17
-0.6,768.07,91.33
-0.6,768.2,91.5
-0.6,768.33,91.67
-0.6,768.47,91.83
-0.6,768.6,92
-0.6,768.67,91.33
-0.6,768.73,90.67
-0.6,768.8,90
-0.6,768.87,89.33
-0.6,768.93,88.67
-0.6,769,88
-0.77,769.1,89.17
-0.93,769.2,90.33
-1.1,769.3,91.5
-1.27,769.4,92.67
-1.43,769.5,93.83
-1.6,769.6,95
-1.57,769.65,95.17
-1.53,769.7,95.33
-1.5,769.75,95.5
-1.47,769.8,95.67
-1.43,769.85,95.83
-1.4,769.9,96
-1.6,769.9,95
-1.8,769.9,94
-2,769.9,93
-2.2,769.9,92
-2.4,769.9,91
-2.6,769.9,90
-2.65,769.93,90.83
-2.7,769.97,91.67
-2.75,770,92.5
-2.8,770.03,93.33
-2.85,770.07,94.17
-2.9,770.1,95
-2.88,770.18,95.17
-2.87,770.27,95.33
-2.85,770.35,95.5
-2.83,770.43,95.67
-2.82,770.52,95.83
-2.8,770.6,96
-2.87,770.67,95.67
-2.93,770.73,95.33
-3,770.8,95
-3.07,770.87,94.67
-3.13,770.93,94.33
-3.2,771,94
-3.25,771.1,93.67
-3.3,771.2,93.33
-3.35,771.3,93
-3.4,771.4,92.67
-3.45,771.5,92.33
-3.5,771.6,92
-3.17,771.7,92
-2.83,771.8,92
-2.5,771.9,92
-2.17,772,92
-1.83,772.1,92
-1.5,772.2,92
-1.27,772.2,93
-1.03,772.2,94
-0.8,772.2,95
-0.57,772.2,96
-0.33,772.2,97
-0.1,772.2,98
0.2,772.22,96.5
0.5,772.23,95
0.8,772.25,93.5
1.1,772.27,92
1.4,772.28,90.5
1.7,772.3,89
1.9,772.28,85.33
2.1,772.27,81.67
2.3,772.25,78
2.5,772.23,74.33
2.7,772.22,70.67
2.9,772.2,67
3.03,772.12,66.67
3.17,772.03,66.33
3.3,771.95,66
3.43,771.87,65.67
3.57,771.78,65.33
3.7,771.7,65
3.82,771.68,64
3.93,771.67,63
4.05,771.65,62
4.17,771.63,61
4.28,771.62,60
4.4,771.6,59
4.42,771.5,58.33
4.43,771.4,57.67
4.45,771.3,57
4.47,771.2,56.33
4.48,771.1,55.67
4.5,771,55
4.53,770.97,54.33
4.57,770.93,53.67
4.6,770.9,53
4.63,770.87,52.33
4.67,770.83,51.67
4.7,770.8,51
4.6,770.72,51.5
4.5,770.63,52
4.4,770.55,52.5
4.3,770.47,53
4.2,770.38,53.5
4.1,770.3,54
3.75,770.27,55.83
3.4,770.23,57.67
3.05,770.2,59.5
2.7,770.17,61.33
2.35,770.13,63.17
2,770.1,65
1.85,770.12,65.5
1.7,770.13,66
1.55,770.15,66.5
1.4,770.17,67
1.25,770.18,67.5
1.1,770.2,68
0.88,770.15,69.17
0.67,770.1,70.33
0.45,770.05,71.5
0.23,770,72.67
0.02,769.95,73.83
-0.2,769.9,75
-0.45,769.87,76.5
-0.7,769.83,78
-0.95,769.8,79.5
-1.2,769.77,81
-1.45,769.73,82.5
-1.7,769.7,84
-1.67,769.68,83.83
-1.63,769.67,83.67
-1.6,769.65,83.5
-1.57,769.63,83.33
-1.53,769.62,83.17
-1.5,769.6,83
-1.55,769.52,83.33
-1.6,769.43,83.67
-1.65,769.35,84
-1.7,769.27,84.33
-1.75,769.18,84.67
-1.8,769.1,85
-2,768.98,85.5
-2.2,768.87,86
-2.4,768.75,86.5
-2.6,768.63,87
-2.8,768.52,87.5
-3,768.4,88
-3.12,768.25,88.67
-3.23,768.1,89.33
-3.35,767.95,90
-3.47,767.8,90.67
-3.58,767.65,91.33
-3.7,767.5,92
-3.48,767.37,91
-3.27,767.23,90
-3.05,767.1,89
-2.83,766.97,88
-2.62,766.83,87
-2.4,766.7,86
-2.53,766.63,86.33
-2.67,766.57,86.67
-2.8,766.5,87
-2.93,766.43,87.33
-3.07,766.37,87.67
-3.2,766.3,88
-3.13,766.18,87.67
-3.07,766.07,87.33
-3,765.95,87
-2.93,765.83,86.67
-2.87,765.72,86.33
-2.8,765.6,86
-2.83,765.53,86
-2.87,765.47,86
-2.9,765.4,86
-2.93,765.33,86
-2.97,765.27,86
-3,765.2,86
-3.07,765.13,86.33
-3.13,765.07,86.67
-3.2,765,87
-3.27,764.93,87.33
-3.33,764.87,87.67
-3.4,764.8,88
-3.55,764.68,87.83
-3.7,764.57,87.67
-3.85,764.45,87.5
-4,764.33,87.33
-4.15,764.22,87.17
-4.3,764.1,87
-4.32,763.98,87.67
-4.33,763.87,88.33
-4.35,763.75,89
-4.37,763.63,89.67
-4.38,763.52,90.33
-4.4,763.4,91
-4.15,763.3,90.67
-3.9,763.2,90.33
-3.65,763.1,90
-3.4,763,89.67
-3.15,762.9,89.33
-2.9,762.8,89
-2.55,762.68,88
-2.2,762.57,87
-1.85,762.45,86
-1.5,762.33,85
-1.15,762.22,84
-0.8,762.1,83
-0.52,761.98,81.83
-0.23,761.87,80.67
0.05,761.75,79.5
0.33,761.63,78.33
0.62,761.52,77.17
0.9,761.4,76
1.08,761.27,75.33
1.27,761.13,74.67
1.45,761,74
1.63,760.87,73.33
1.82,760.73,72.67
2,760.6,72
2.1,760.42,71.67
2.2,760.23,71.33
2.3,760.05,71
2.4,759.87,70.67
2.5,759.68,70.33
2.6,759.5,70
2.73,759.33,69.5
2.87,759.17,69
3,759,68.5
3.13,758.83,68
3.27,758.67,67.5
3.4,758.5,67
3.48,758.37,67
3.57,758.23,67
3.65,758.1,67
3.73,757.97,67
3.82,757.83,67
3.9,757.7,67
3.75,757.63,68
3.6,757.57,69
3.45,757.5,70
3.3,757.43,71
3.15,757.37,72
3,757.3,73
2.93,757.22,73.67
2.87,757.13,74.33
2.8,757.05,75
2.73,756.97,75.67
2.67,756.88,76.33
2.6,756.8,77
2.43,756.73,78.17
2.27,756.67,79.33
2.1,756.6,80.5
1.93,756.53,81.67
1.77,756.47,82.83
1.6,756.4,84
1.4,756.38,84.83
1.2,756.37,85.67
1,756.35,86.5
0.8,756.33,87.33
0.6,756.32,88.17
0.4,756.3,89
0.43,756.28,89.33
0.47,756.27,89.67
0.5,756.25,90
0.53,756.23,90.33
0.57,756.22,90.67
0.6,756.2,91
0.6,756.13,90.67
0.6,756.07,90.33
0.6,756,90
0.6,755.93,89.67
0.6,755.87,89.33
0.6,755.8,89
0.55,755.8,89
0.5,755.8,89
0.45,755.8,89
0.4,755.8,89
0.35,755.8,89
0.3,755.8,89
0.07,755.73,89.5
-0.17,755.67,90
-0.4,755.6,90.5
-0.63,755.53,91
-0.87,755.47,91.5
-1.1,755.4,92
-0.95,755.38,91.67
-0.8,755.37,91.33
-0.65,755.35,91
-0.5,755.33,90.67
-0.35,755.32,90.33
-0.2,755.3,90
-0.25,755.33,90.17
-0.3,755.37,90.33
-0.35,755.4,90.5
-0.4,755.43,90.67
-0.45,755.47,90.83
-0.5,755.5,91
-0.43,755.43,90.33
-0.37,755.37,89.67
-0.3,755.3,89
-0.23,755.23,88.33
-0.17,755.17,87.67
-0.1,755.1,87
-0.22,755.08,86.83
-0.33,755.07,86.67
-0.45,755.05,86.5
-0.57,755.03,86.33
-0.68,755.02,86.17
-0.8,755,86
-0.93,754.95,86.5
-1.07,754.9,87
-1.2,754.85,87.5
-1.33,754.8,88
-1.47,754.75,88.5
-1.6,754.7,89
-1.45,754.68,88.17
-1.3,754.67,87.33
-1.15,754.65,86.5
-1,754.63,85.67
-0.85,754.62,84.83
-0.7,754.6,84
-0.73,754.6,84.17
-0.77,754.6,84.33
-0.8,754.6,84.5
-0.83,754.6,84.67
-0.87,754.6,84.83
-0.9,754.6,85
-0.78,754.57,85
-0.67,754.53,85
-0.55,754.5,85
-0.43,754.47,85
-0.32,754.43,85
-0.2,754.4,85
-0.13,754.45,84.67
-0.07,754.5,84.33
0,754.55,84
0.07,754.6,83.67
0.13,754.65,83.33
0.2,754.7,83
0.25,754.77,82.67
0.3,754.83,82.33
0.35,754.9,82
0.4,754.97,81.67
0.45,755.03,81.33
0.5,755.1,81
0.6,755.12,80.67
0.7,755.13,80.33
0.8,755.15,80
0.9,755.17,79.67
1,755.18,79.33
1.1,755.2,79
1.25,755.25,78.17
1.4,755.3,77.33
1.55,755.35,76.5
1.7,755.4,75.67
1.85,755.45,74.83
2,755.5,74
2.12,755.53,73.5
2.23,755.57,73
2.35,755.6,72.5
2.47,755.63,72
2.58,755.67,71.5
2.7,755.7,71
2.82,755.7,70.67
2.93,755.7,70.33
3.05,755.7,70
3.17,755.7,69.67
3.28,755.7,69.33
3.4,755.7,69
3.4,755.7,69.5
3.4,755.7,70
3.4,755.7,70.5
3.4,755.7,71
3.4,755.7,71.5
3.4,755.7,72
3.45,755.72,72
3.5,755.73,72
3.55,755.75,72
3.6,755.77,72
3.65,755.78,72
3.7,755.8,72
3.6,755.85,73.67
3.5,755.9,75.33
3.4,755.95,77
3.3,756,78.67
3.2,756.05,80.33
3.1,756.1,82
3.1,756.12,81.5
3.1,756.13,81
3.1,756.15,80.5
3.1,756.17,80
3.1,756.18,79.5
3.1,756.2,79
2.98,756.23,80.17
2.87,756.27,81.33
2.75,756.3,82.5
2.63,756.33,83.67
2.52,756.37,84.83
2.4,756.4,86
2.37,756.48,86.33
2.33,756.57,86.67
2.3,756.65,87
2.27,756.73,87.33
2.23,756.82,87.67
2.2,756.9,88
2.12,756.92,89.17
2.03,756.93,90.33
1.95,756.95,91.5
1.87,756.97,92.67
1.78,756.98,93.83
1.7,757,95
1.63,757.05,95
1.57,757.1,95
1.5,757.15,95
1.43,757.2,95
1.37,757.25,95
1.3,757.3,95
1.27,757.32,95.33
1.23,757.33,95.67
1.2,757.35,96
1.17,757.37,96.33
1.13,757.38,96.67
1.1,757.4,97
1.07,757.45,97
1.03,757.5,97
1,757.55,97
0.97,757.6,97
0.93,757.65,97
0.9,757.7,97
0.8,757.75,97.33
0.7,757.8,97.67
0.6,757.85,98
0.5,757.9,98.33
0.4,757.95,98.67
0.3,758,99
0.27,758.07,99
0.23,758.13,99
0.2,758.2,99
0.17,758.27,99
0.13,758.33,99
0.1,758.4,99
0.13,758.4,99
0.17,758.4,99
0.2,758.4,99
0.23,758.4,99
0.27,758.4,99
0.3,758.4,99
0.33,758.42,99
0.37,758.43,99
0.4,758.45,99
0.43,758.47,99
0.47,758.48,99
0.5,758.5,99
0.52,758.5,99
0.53,758.5,99
0.55,758.5,99
0.57,758.5,99
0.58,758.5,99
0.6,758.5,99
0.67,758.57,99.17
0.73,758.63,99.33
0.8,758.7,99.5
0.87,758.77,99.67
0.93,758.83,99.83
1,758.9,100
0.85,758.97,99.83
0.7,759.03,99.67
0.55,759.1,99.5
0.4,759.17,99.33
0.25,759.23,99.17
0.1,759.3,99
-0.1,759.37,99
-0.3,759.43,99
-0.5,759.5,99
-0.7,759.57,99
-0.9,759.63,99
-1.1,759.7,99
-1.12,759.75,98.5
-1.13,759.8,98
-1.15,759.85,97.5
-1.17,759.9,97
-1.18,759.95,96.5
-1.2,760,96
-0.98,760.05,95.67
-0.77,760.1,95.33
-0.55,760.15,95
-0.33,760.2,94.67
-0.12,760.25,94.33
0.1,760.3,94
0.45,760.37,93
0.8,760.43,92
1.15,760.5,91
1.5,760.57,90
1.85,760.63,89
2.2,760.7,88
2.42,760.75,87.83
2.63,760.8,87.67
2.85,760.85,87.5
3.07,760.9,87.33
3.28,760.95,87.17
3.5,761,87
3.73,761.03,86.67
3.97,761.07,86.33
4.2,761.1,86
4.43,761.13,85.67
4.67,761.17,85.33
4.9,761.2,85
5.12,761.17,84
5.33,761.13,83
5.55,761.1,82
5.77,761.07,81
5.98,761.03,80
6.2,761,79
6.35,760.93,77.5
6.5,760.87,76
6.65,760.8,74.5
6.8,760.73,73
6.95,760.67,71.5
7.1,760.6,70
7.05,760.55,69.33
7,760.5,68.67
6.95,760.45,68
6.9,760.4,67.33
6.85,760.35,66.67
6.8,760.3,66
6.92,760.3,66.17
7.03,760.3,66.33
7.15,760.3,66.5
7.27,760.3,66.67
7.38,760.3,66.83
7.5,760.3,67
7.33,760.25,67.33
7.17,760.2,67.67
7,760.15,68
6.83,760.1,68.33
6.67,760.05,68.67
6.5,760,69
6.33,759.97,70.17
6.17,759.93,71.33
6,759.9,72.5
5.83,759.87,73.67
5.67,759.83,74.83
5.5,759.8,76
5.27,759.82,77
5.03,759.83,78
4.8,759.85,79
4.57,759.87,80
4.33,759.88,81
4.1,759.9,82
4.08,759.83,82
4.07,759.77,82
4.05,759.7,82
4.03,759.63,82
4.02,759.57,82
4,759.5,82
4.1,759.43,81
4.2,759.37,80
4.3,759.3,79
4.4,759.23,78
4.5,759.17,77
4.6,759.1,76
4.58,759.05,76.17
4.57,759,76.33
4.55,758.95,76.5
4.53,758.9,76.67
4.52,758.85,76.83
4.5,758.8,77
4.65,758.67,76.33
4.8,758.53,75.67
4.95,758.4,75
5.1,758.27,74.33
5.25,758.13,73.67
5.4,758,73
5.52,757.9,72.83
5.63,757.8,72.67
5.75,757.7,72.5
5.87,757.6,72.33
5.98,757.5,72.17
6.1,757.4,72
6.13,757.28,72.33
6.17,757.17,72.67
6.2,757.05,73
6.23,756.93,73.33
6.27,756.82,73.67
6.3,756.7,74
6.17,756.55,76.17
6.03,756.4,78.33
5.9,756.25,80.5
5.77,756.1,82.67
5.63,755.95,84.83
5.5,755.8,87
5.43,755.73,88.17
5.37,755.67,89.33
5.3,755.6,90.5
5.23,755.53,91.67
5.17,755.47,92.83
5.1,755.4,94
5.17,755.28,93.83
5.23,755.17,93.67
5.3,755.05,93.5
5.37,754.93,93.33
5.43,754.82,93.17
5.5,754.7,93
5.55,754.62,93.5
5.6,754.53,94
5.65,754.45,94.5
5.7,754.37,95
5.75,754.28,95.5
5.8,754.2,96
5.93,754.17,95.5
6.07,754.13,95
6.2,754.1,94.5
6.33,754.07,94
6.47,754.03,93.5
6.6,754,93
6.65,753.95,93.33
6.7,753.9,93.67
6.75,753.85,94
6.8,753.8,94.33
6.85,753.75,94.67
6.9,753.7,95
6.96,753.75,95.17
7.02,753.8,95.33
7.08,753.85,95.5
7.13,753.9,95.67
7.19,753.95,95.83
7.25,754,96
7.31,754.05,96.17
7.37,754.1,96.33
7.42,754.15,96.5
7.48,754.2,96.67
7.54,754.25,96.83
7.6,754.3,97
7.72,754.3,97
7.83,754.3,97
7.95,754.3,97
8.07,754.3,97
8.18,754.3,97
8.3,754.3,97
8.43,754.35,96.17
8.57,754.4,95.33
8.7,754.45,94.5
8.83,754.5,93.67
8.97,754.55,92.83
9.1,754.6,92
9.12,754.67,91.67
9.13,754.73,91.33
9.15,754.8,91
9.17,754.87,90.67
9.18,754.93,90.33
9.2,755,90
9.2,755.02,90.83
9.2,755.03,91.67
9.2,755.05,92.5
9.2,755.07,93.33
9.2,755.08,94.17
9.2,755.1,95
9.35,755.05,93.5
9.5,755,92
9.65,754.95,90.5
9.8,754.9,89
9.95,754.85,87.5
10.1,754.8,86
10.08,754.8,86
10.07,754.8,86
10.05,754.8,86
10.03,754.8,86
10.02,754.8,86
10,754.8,86
9.93,754.72,86.67
9.87,754.63,87.33
9.8,754.55,88
9.73,754.47,88.67
9.67,754.38,89.33
9.6,754.3,90
9.6,754.25,90.33
9.6,754.2,90.67
9.6,754.15,91
9.6,754.1,91.33
9.6,754.05,91.67
9.6,754,92
9.6,753.95,92.33
9.6,753.9,92.67
9.6,753.85,93
9.6,753.8,93.33
9.6,753.75,93.67
9.6,753.7,94
9.6,753.72,94.33
9.6,753.73,94.67
9.6,753.75,95
9.6,753.77,95.33
9.6,753.78,95.67
9.6,753.8,96
9.73,753.8,95.33
9.87,753.8,94.67
10,753.8,94
10.13,753.8,93.33
10.27,753.8,92.67
10.4,753.8,92
10.47,753.82,92
10.53,753.83,92
10.6,753.85,92
10.67,753.87,92
10.73,753.88,92
10.8,753.9,92
10.8,753.92,92
10.8,753.93,92
10.8,753.95,92
10.8,753.97,92
10.8,753.98,92
10.8,754,92
10.85,754.1,91.83
10.9,754.2,91.67
10.95,754.3,91.5
11,754.4,91.33
11.05,754.5,91.17
11.1,754.6,91
11.07,754.62,90.67
11.03,754.63,90.33
11,754.65,90
10.97,754.67,89.67
10.93,754.68,89.33
10.9,754.7,89
10.82,754.77,89.5
10.73,754.83,90
10.65,754.9,90.5
10.57,754.97,91
10.48,755.03,91.5
10.4,755.1,92
10.4,755.2,92
10.4,755.3,92
10.4,755.4,92
10.4,755.5,92
10.4,755.6,92
10.4,755.7,92
10.35,755.72,92.5
10.3,755.73,93
10.25,755.75,93.5
10.2,755.77,94
10.15,755.78,94.5
10.1,755.8,95
10.1,755.85,95
10.1,755.9,95
10.1,755.95,95
10.1,756,95
10.1,756.05,95
10.1,756.1,95
10.1,756.12,95
10.1,756.13,95
10.1,756.15,95
10.1,756.17,95
10.1,756.18,95
10.1,756.2,95
10.1,756.23,94.83
10.1,756.27,94.67
10.1,756.3,94.5
10.1,756.33,94.33
10.1,756.37,94.17
10.1,756.4,94
10.17,756.37,93.33
10.23,756.33,92.67
10.3,756.3,92
10.37,756.27,91.33
10.43,756.23,90.67
10.5,756.2,90
10.53,756.2,89.67
10.57,756.2,89.33
10.6,756.2,89
10.63,756.2,88.67
10.67,756.2,88.33
10.7,756.2,88
10.68,756.25,88.17
10.67,756.3,88.33
10.65,756.35,88.5
10.63,756.4,88.67
10.62,756.45,88.83
10.6,756.5,89
10.6,756.53,89.17
10.6,756.57,89.33
10.6,756.6,89.5
10.6,756.63,89.67
10.6,756.67,89.83
10.6,756.7,90
10.68,756.67,89.67
10.77,756.63,89.33
10.85,756.6,89
10.93,756.57,88.67
11.02,756.53,88.33
11.1,756.5,88
11.07,756.52,88.67
11.03,756.53,89.33
11,756.55,90
10.97,756.57,90.67
10.93,756.58,91.33
10.9,756.6,92
10.97,756.55,91.5
11.03,756.5,91
11.1,756.45,90.5
11.17,756.4,90
11.23,756.35,89.5
11.3,756.3,89
11.35,756.27,88.83
11.4,756.23,88.67
11.45,756.2,88.5
11.5,756.17,88.33
11.55,756.13,88.17
11.6,756.1,88
11.55,756.05,88.33
11.5,756,88.67
11.45,755.95,89
11.4,755.9,89.33
11.35,755.85,89.67
11.3,755.8,90
11.43,755.72,89
11.57,755.63,88
11.7,755.55,87
11.83,755.47,86
11.97,755.38,85
12.1,755.3,84
12.1,755.25,84
12.1,755.2,84
12.1,755.15,84
12.1,755.1,84
12.1,755.05,84
12.1,755,84
12.05,754.97,84
12,754.93,84
11.95,754.9,84
11.9,754.87,84
11.85,754.83,84
11.8,754.8,84
11.72,754.8,84.33
11.63,754.8,84.67
11.55,754.8,85
11.47,754.8,85.33
11.38,754.8,85.67
11.3,754.8,86
11.23,754.78,86.83
11.17,754.77,87.67
11.1,754.75,88.5
11.03,754.73,89.33
10.97,754.72,90.17
10.9,754.7,91
10.85,754.7,91.33
10.8,754.7,91.67
10.75,754.7,92
10.7,754.7,92.33
10.65,754.7,92.67
10.6,754.7,93
10.55,754.68,93.17
10.5,754.67,93.33
10.45,754.65,93.5
10.4,754.63,93.67
10.35,754.62,93.83
10.3,754.6,94
10.38,754.55,92.5
10.47,754.5,91
10.55,754.45,89.5
10.63,754.4,88
10.72,754.35,86.5
10.8,754.3,85
10.73,754.22,84.67
10.67,754.13,84.33
10.6,754.05,84
10.53,753.97,83.67
10.47,753.88,83.33
10.4,753.8,83
10.3,753.7,83.5
10.2,753.6,84
10.1,753.5,84.5
10,753.4,85
9.9,753.3,85.5
9.8,753.2,86
9.8,753.13,86
9.8,753.07,86
9.8,753,86
9.8,752.93,86
9.8,752.87,86
9.8,752.8,86
9.85,752.8,85.33
9.9,752.8,84.67
9.95,752.8,84
10,752.8,83.33
10.05,752.8,82.67
10.1,752.8,82
10.08,752.78,82
10.07,752.77,82
10.05,752.75,82
10.03,752.73,82
10.02,752.72,82
10,752.7,82
10.02,752.67,82
10.03,752.63,82
10.05,752.6,82
10.07,752.57,82
10.08,752.53,82
10.1,752.5,82
10.07,752.5,82
10.03,752.5,82
10,752.5,82
9.97,752.5,82
9.93,752.5,82
9.9,752.5,82
9.92,752.43,82
9.93,752.37,82
9.95,752.3,82
9.97,752.23,82
9.98,752.17,82
10,752.1,82
9.87,752.05,83.5
9.73,752,85
9.6,751.95,86.5
9.47,751.9,88
9.33,751.85,89.5
9.2,751.8,91
9.13,751.8,91.17
9.07,751.8,91.33
9,751.8,91.5
8.93,751.8,91.67
8.87,751.8,91.83
8.8,751.8,92
8.83,751.78,92.5
8.87,751.77,93
8.9,751.75,93.5
8.93,751.73,94
8.97,751.72,94.5
9,751.7,95
9.08,751.72,94.67
9.17,751.73,94.33
9.25,751.75,94
9.33,751.77,93.67
9.42,751.78,93.33
9.5,751.8,93
9.6,751.78,92.33
9.7,751.77,91.67
9.8,751.75,91
9.9,751.73,90.33
10,751.72,89.67
10.1,751.7,89
10.18,751.68,89
10.27,751.67,89
10.35,751.65,89
10.43,751.63,89
10.52,751.62,89
10.6,751.6,89
10.57,751.5,90
10.53,751.4,91
10.5,751.3,92
10.47,751.2,93
10.43,751.1,94
10.4,751,95
10.33,750.97,95.33
10.27,750.93,95.67
10.2,750.9,96
10.13,750.87,96.33
10.07,750.83,96.67
10,750.8,97
9.58,750.82,97.17
9.17,750.83,97.33
8.75,750.85,97.5
8.33,750.87,97.67
7.92,750.88,97.83
7.5,750.9,98
7.27,750.98,97.83
7.03,751.07,97.67
6.8,751.15,97.5
6.57,751.23,97.33
6.33,751.32,97.17
6.1,751.4,97
6.02,751.48,97.33
5.93,751.57,97.67
5.85,751.65,98
5.77,751.73,98.33
5.68,751.82,98.67
5.6,751.9,99
5.58,752.03,98.83
5.57,752.17,98.67
5.55,752.3,98.5
5.53,752.43,98.33
5.52,752.57,98.17
5.5,752.7,98
5.5,752.72,97.5
5.5,752.73,97
5.5,752.75,96.5
5.5,752.77,96
5.5,752.78,95.5
5.5,752.8,95
5.47,752.87,95.33
5.43,752.93,95.67
5.4,753,96
5.37,753.07,96.33
5.33,753.13,96.67
5.3,753.2,97
5.27,753.25,97
5.23,753.3,97
5.2,753.35,97
5.17,753.4,97
5.13,753.45,97
5.1,753.5,97
5.1,753.52,97
5.1,753.53,97
5.1,753.55,97
5.1,753.57,97
5.1,753.58,97
5.1,753.6,97
4.98,753.65,96.33
4.87,753.7,95.67
4.75,753.75,95
4.63,753.8,94.33
4.52,753.85,93.67
4.4,753.9,93
4.33,753.87,92.67
4.27,753.83,92.33
4.2,753.8,92
4.13,753.77,91.67
4.07,753.73,91.33
4,753.7,91
3.98,753.7,91.83
3.97,753.7,92.67
3.95,753.7,93.5
3.93,753.7,94.33
3.92,753.7,95.17
3.9,753.7,96
3.88,753.73,96
3.87,753.77,96
3.85,753.8,96
3.83,753.83,96
3.82,753.87,96
3.8,753.9,96
3.78,753.87,95.83
3.77,753.83,95.67
3.75,753.8,95.5
3.73,753.77,95.33
3.72,753.73,95.17
3.7,753.7,95
3.7,753.7,95
3.7,753.7,95
3.7,753.7,95
3.7,753.7,95
3.7,753.7,95
3.7,753.7,95
3.7,753.75,95
3.7,753.8,95
3.7,753.85,95
3.7,753.9,95
3.7,753.95,95
3.7,754,95
3.73,754,95
3.77,754,95
3.8,754,95
3.83,754,95
3.87,754,95
3.9,754,95
3.88,754.1,95
3.87,754.2,95
3.85,754.3,95
3.83,754.4,95
3.82,754.5,95
3.8,754.6,95
3.87,754.67,95.17
3.93,754.73,95.33
4,754.8,95.5
4.07,754.87,95.67
4.13,754.93,95.83
4.2,755,96
4.38,755.08,95
4.57,755.17,94
4.75,755.25,93
4.93,755.33,92
5.12,755.42,91
5.3,755.5,90
5.4,755.55,88.5
5.5,755.6,87
5.6,755.65,85.5
5.7,755.7,84
5.8,755.75,82.5
5.9,755.8,81
6.02,755.88,81
6.13,755.97,81
6.25,756.05,81
6.37,756.13,81
6.48,756.22,81
6.6,756.3,81
6.65,756.33,80.83
6.7,756.37,80.67
6.75,756.4,80.5
6.8,756.43,80.33
6.85,756.47,80.17
6.9,756.5,80
6.72,756.5,80.17
6.53,756.5,80.33
6.35,756.5,80.5
6.17,756.5,80.67
5.98,756.5,80.83
5.8,756.5,81
6.07,756.52,80.83
6.33,756.53,80.67
6.6,756.55,80.5
6.87,756.57,80.33
7.13,756.58,80.17
7.4,756.6,80
7.17,756.72,78.83
6.93,756.83,77.67
6.7,756.95,76.5
6.47,757.07,75.33
6.23,757.18,74.17
6,757.3,73
5.83,757.37,74.33
5.67,757.43,75.67
5.5,757.5,77
5.33,757.57,78.33
5.17,757.63,79.67
5,757.7,81
5.02,757.83,81.67
5.03,757.97,82.33
5.05,758.1,83
5.07,758.23,83.67
5.08,758.37,84.33
5.1,758.5,85
4.92,758.6,85.17
4.73,758.7,85.33
4.55,758.8,85.5
4.37,758.9,85.67
4.18,759,85.83
4,759.1,86
3.87,759.2,87.17
3.73,759.3,88.33
3.6,759.4,89.5
3.47,759.5,90.67
3.33,759.6,91.83
3.2,759.7,93
3.15,759.75,92.5
3.1,759.8,92
3.05,759.85,91.5
3,759.9,91
2.95,759.95,90.5
2.9,760,90
2.75,760.05,90.33
2.6,760.1,90.67
2.45,760.15,91
2.3,760.2,91.33
2.15,760.25,91.67
2,760.3,92
1.72,760.3,92.83
1.43,760.3,93.67
1.15,760.3,94.5
0.87,760.3,95.33
0.58,760.3,96.17
0.3,760.3,97
0.27,760.35,97
0.23,760.4,97
0.2,760.45,97
0.17,760.5,97
0.13,760.55,97
0.1,760.6,97
0.22,760.62,96.83
0.33,760.63,96.67
0.45,760.65,96.5
0.57,760.67,96.33
0.68,760.68,96.17
0.8,760.7,96
0.62,760.68,96.33
0.43,760.67,96.67
0.25,760.65,97
0.07,760.63,97.33
